,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
0,Bluff,85,NZ,1604274810,68,-46.6,168.33,55.99,13.0
1,Kade,82,DE,1604275169,86,52.38,12.27,61.0,1.99
2,Busselton,76,AU,1604275170,74,-33.65,115.33,60.01,5.57
3,Lazarev,100,RU,1604275172,94,52.23,141.51,41.56,13.73
4,Hong Gai,79,VN,1604275173,94,20.96,107.09,75.2,1.12
